CREDIT_TERM,DAYS_REGISTRATION,DAYS_BIRTH,DAYS_ID_PUBLISH,DAYS_EMPLOYED,DAYS_LAST_PHONE_CHANGE,INSTA_AMT_INSTALMENT,AMT_ANNUITY,CREDIT_INCOME_PERCENT,REGION_POPULATION_RELATIVE,BUREAU_DAYS_CREDIT,ANNUITY_INCOME_PERCENT
8.842109762352539,-637.0,13297.0,-4307.0,-762.0,-2.0,4168.131206896552,52641.0,2.248586956521739,0.00963,-1142.857142857143,0.2543043478260869
26.18598878367197,-1610.0,14778.0,-4546.0,-1141.0,-1071.0,48174.73971428571,48946.5,5.178636363636364,0.006852,-841.6,0.1977636363636363
12.656771372684386,-2507.0,17907.0,-1461.0,-639.0,-1435.0,12561.986842105263,39109.5,2.4444444444444446,0.035792,-859.1666666666666,0.1931333333333333
10.212919523637677,-11167.0,19626.0,-3158.0,-6982.0,-2000.0,11225.831538461538,24939.0,1.029090909090909,0.04622,-2421.0,0.1007636363636363
19.425248226950355,-7299.0,20327.0,-494.0,-1105.0,-173.0,22811.576896551724,15862.5,2.73896,0.01885,-1215.6666666666667,0.141
9.286300246103364,-8549.0,19130.0,-959.0,365243.0,-1011.0,14488.245,16456.5,1.7873684210526315,0.006629,-216.66666666666663,0.1924736842105263
36.36363636363637,-492.0,15722.0,-4672.0,-345.0,-440.0,0.0,24750.0,8.0,0.015221,-1072.5,0.22
24.456521739130437,-263.0,10801.0,-3152.0,-260.0,-222.0,0.0,33120.0,5.720096606076014,0.018801,-608.5,0.2338883945595525
22.701855239090676,-1663.0,23516.0,-4763.0,365243.0,0.0,19260.543,34443.0,5.991724137931034,0.0228,-1480.571428571429,0.2639310344827586
25.122472051249844,-8733.0,8755.0,-1436.0,-649.0,0.0,40365.99204545454,35824.5,9.090909090909092,0.026392,0.0,0.3618636363636364
19.436100131752305,-3471.0,13280.0,-4880.0,-280.0,-956.0,30146.146875,17077.5,4.917333333333334,0.006305,-1818.0,0.253
20.31694433157253,-3232.0,8438.0,-838.0,-809.0,-555.0,8923.796379310344,11074.5,1.6666666666666667,0.0228,-473.6666666666667,0.0820333333333333
34.633377135348226,-10231.0,22532.0,-4226.0,365243.0,-1102.0,9460.906485148516,17122.5,2.196333333333333,0.005144,-972.375,0.0634166666666666
30.998140111593305,-80.0,16758.0,-290.0,-1093.0,-720.0,21626.28,36292.5,1.7857142857142858,0.0145199999999999,-623.0,0.0576071428571428
26.862408246134624,-615.0,11214.0,-626.0,-831.0,-67.0,0.0,28813.5,4.3,0.018029,-431.6666666666667,0.160075
15.148609779482262,-4426.0,10213.0,-2097.0,-2189.0,0.0,9723.155625,9387.0,1.264,0.022625,-862.0,0.08344
20.0,-12499.0,22488.0,-4074.0,-6928.0,-1909.0,12062.12274834437,38250.0,2.982456140350877,0.032561,-1317.5,0.1491228070175438
25.621511922881787,-2948.0,12178.0,-4449.0,-931.0,-496.0,8863.47,17739.0,10.1,0.030755,0.0,0.3942
23.509673927749965,-9895.0,22634.0,-4192.0,365243.0,-1191.0,21786.54,33259.5,2.673230769230769,0.020246,0.0,0.1137076923076923
34.01893095768374,-3955.0,23476.0,-4466.0,365243.0,-618.0,37248.55269230769,24246.0,5.236971428571429,0.016612,-1532.6,0.1539428571428571
14.249073810202336,-14240.0,24101.0,-4264.0,365243.0,-867.0,11400.3,15790.5,2.631578947368421,0.0145199999999999,-1495.0,0.1846842105263157
